filename,tonnetz,mfcc,chroma,mel,contrast
5th_dimension-one_less_bell_to_answer.mp3,-0.009606723342852107,-10.11023966307108,0.2647898956140962,0.7212272354264285,29.505931415158344
aimee_mann-wise_up.mp3,-0.0023208071924208924,-4.2457310380522175,0.2733118545079453,3.478726272219076,29.28545064217416
allman_brothers_band-melissa.mp3,-0.0015077656312459595,-5.472009634013262,0.23155941308375436,1.3458050799598196,28.836727601789185
anita_baker-caught_up_in_the_rapture.mp3,-0.004336084013933506,-4.0541777076878285,0.2577050412114551,1.4708800221391365,28.691198576848997
antiguru-peering.mp3,-0.015508196723407528,-4.356327631187893,0.2734261231019998,2.101425560670949,27.6286172539077
antonio_carlos_jobim-wave.mp3,-0.012306867412775105,-4.668352165073458,0.24669213966478096,2.184760684588118,28.757894710455503
art_tatum-willow_weep_for_me.mp3,0.002256945718904512,-9.541831152284344,0.22568952416705795,1.4323727448741277,27.204819617660213
atomic_opera-watergrave.mp3,-0.009750643073791436,-7.1923228119804685,0.3078073351826913,3.0957437365690423,29.583313890103174
barry_manilow-mandy.mp3,-0.0043968670801677965,-4.825720567957367,0.3019992914474512,1.7272730708084287,29.28915562941912
beach_boys-i_get_around.mp3,0.002568515926745269,-4.5589694229349496,0.29212644635457924,3.0876936901331633,28.45557719805536
billie_holiday-god_bless_the_child.mp3,0.002151016854811276,-8.961102220357851,0.2473732826690272,1.4789808643241296,27.459926011724445
blood_sweat_and_tears-sometimes_in_winter.mp3,-0.0027333363246092608,-5.946516432313415,0.2821234175603915,0.6323697186635938,28.96705787308469
bob_dylan-ill_be_your_baby_tonight.mp3,0.005112360407483229,-7.725944808807093,0.2580480170769061,0.5762773447238995,28.903019921506623
bonnie_tyler-total_eclipse_of_the_heart.mp3,0.001900507799690668,-8.54747729931465,0.27806116236601386,0.4686683017449087,26.495465226228948
bread-if.mp3,-0.009463661171945293,-6.3252487565956645,0.25248083589582737,4.626109322952927,31.27830633683801
buggles-video_killed_the_radio_star.mp3,-0.01192525227866648,-2.637372108493147,0.3082260402880437,3.614619416625144,30.04424720902243
byrds-wasnt_born_to_follow.mp3,0.0011030859714604498,-3.7889060068592575,0.3020543545926573,4.4162204787179675,29.894957786494277
carpenters-rainy_days_and_mondays.mp3,0.004511424176851328,-6.887908831613842,0.28233100325960403,0.8833222935797044,30.90999482180878
chad_and_jeremy-before_and_after.mp3,-0.008735343969688,-6.762628640881911,0.2864662556534264,0.7449285752946525,26.340297114925463
chantal_kreviazuk-surrounded.mp3,-0.004462931767228548,-3.057072565484757,0.2670221541391811,3.4842668255188647,28.147169081672892
charlie_parker-ornithology.mp3,-6.908788004231827e-05,-9.956518650250848,0.2706850524628869,1.8119731208077687,27.496802334444553
charlie_rich-behind_closed_doors.mp3,-0.013385490228858028,-4.508139030355337,0.2802995144638572,1.5950990082127583,27.21070118697823
cheryl_ann_fulton-marsh_of_rhuddlan.mp3,-0.01967993860145955,-11.303694458570776,0.247649685778178,0.4027391511366583,31.025669054892283
cilla_black-alfie.mp3,-0.002253252675254397,-9.245529701422726,0.27047442862363325,0.3621924216626129,28.709941442957522
clarence_ashley-the_house_carpenter.mp3,-0.031838737994344515,-12.065978152467036,0.2301458280938091,1.1365756731855634,26.517267866471208
count_basie-lester_leaps_in.mp3,-0.007926125905515669,-8.25452020145426,0.25171973145731946,1.1864662389802247,26.276039386747524
crosby_stills_nash_and_young-teach_your_children.mp3,-0.01765845912019902,-4.878773428932998,0.30532655281433785,1.136387469110388,28.25699649404469
