filename,tonnetz,mfcc,chroma,mel,contrast
10cc-for_you_and_i.mp3,0.022394846,-12.0788046,0.247650406,1.127731738,30.52258981
2pac-trapped.mp3,0.012259049,5.116299589,0.521716511,10.1420707,25.12118952
5th_dimension-one_less_bell_to_answer.mp3,-0.009606723,-10.11023966,0.264789896,0.721227235,29.50593142
aaron_neville-tell_it_like_it_is.mp3,0.005199849,-3.915570708,0.325449819,1.799588118,28.20495617
abba-s.o.s..mp3,-0.004643308,-3.429242562,0.33139135,1.973405855,29.18356642
abc-poison_arrow.mp3,0.001587528,-5.395715075,0.319897699,1.922325731,26.96880422
ac_dc-dirty_deeds_done_dirt_cheap.mp3,0.007927916,-0.475054781,0.384240391,1.258171772,25.16307308
adam_and_the_ants-prince_charming.mp3,-0.005327467,-0.177110789,0.352907491,2.507393273,27.22567631
adam_ant-wonderful.mp3,-0.008426049,1.131248222,0.38595112,6.761312019,27.56464651
adverts-gary_gilmores_eyes.mp3,0.016502843,-3.67855953,0.361661937,4.773087505,26.9050801
aerobic_jonquil-sweat_machine.mp3,0.00242467,-1.85681138,0.319074913,2.068333553,25.29908177
aerosmith-dude_looks_like_a_lady.mp3,0.004709683,4.149562035,0.381247125,4.475723983,25.26661481
aimee_mann-wise_up.mp3,-0.002320807,-4.245731038,0.273311855,3.478726272,29.28545064
air-sexy_boy.mp3,-0.002908473,3.581727932,0.312532506,9.571973179,29.30581465
alanis_morissette-thank_u.mp3,0.033591155,1.63348834,0.316227264,7.230257263,26.77649813
alice_cooper-elected.mp3,0.000510106,-2.949834596,0.353254278,0.990991407,23.84595833
alice_in_chains-no_excuses.mp3,-0.020946669,2.268943208,0.334338922,7.521278008,27.35669111
alicia_keys-fallin.mp3,0.009946995,0.021425148,0.344549703,4.175011504,27.64322915
allman_brothers_band-melissa.mp3,-0.001507766,-5.472009634,0.231559413,1.34580508,28.8367276
altered_images-dont_talk_to_me_about_love.mp3,0.023618312,-4.80174798,0.284423091,1.669063582,29.13472421
al_green-sha-la-la_make_me_happy.mp3,0.008378572,-1.854166749,0.329537057,3.315975131,28.48993741
american_music_club-jesus_hands.mp3,-0.019722191,0.196684294,0.343581966,1.584168985,28.87348046
andrews_sisters-boogie_woogie_bugle_boy.mp3,0.023131097,-0.108946763,0.31991398,2.192357393,25.63504985
animals-im_crying.mp3,-0.008418747,-2.294473345,0.322960307,2.563993423,27.26190794
anita_baker-caught_up_in_the_rapture.mp3,-0.004336084,-4.054177708,0.257705041,1.470880022,28.69119858
ani_difranco-crime_for_crime.mp3,0.00379242,-3.857207606,0.335329488,1.515988314,25.42254304
antiguru-peering.mp3,-0.015508197,-4.356327631,0.273426123,2.101425561,27.62861725
antonio_carlos_jobim-wave.mp3,-0.012306867,-4.668352165,0.24669214,2.184760685,28.75789471
anup-life_glides.mp3,-0.023357123,1.592471586,0.377202438,8.530578973,29.14894203
aphex_twin-come_to_daddy.mp3,0.012220693,2.737178211,0.481468175,2.611352186,23.32149719
apples_in_stereo-glowworm.mp3,-0.005721851,-1.662689161,0.435197881,1.699279589,26.02511924
aretha_franklin-dont_play_that_song.mp3,0.012973376,-5.097588152,0.297308022,0.560017583,28.07881834
arlo_guthrie-alices_restaurant_massacree.mp3,-0.007184628,-7.267772898,0.302098678,0.80841441,24.1873042
artemis-don_t_look_back.mp3,0.014167368,-3.003509496,0.280942637,8.739531183,28.8470096
arthur_alexander-you_dont_care.mp3,-0.008143439,3.587624762,0.367885575,11.0763737,26.67862375
arthur_yoria-at_least_you_ve_been_told.mp3,-0.003537485,3.101248085,0.363488317,9.916284108,25.53851001
art_tatum-willow_weep_for_me.mp3,0.002256946,-9.541831152,0.225689524,1.432372745,27.20481962
ashford_and_simpson-solid.mp3,0.006474416,-4.130554453,0.310716386,2.814974455,26.73353848
association-windy.mp3,0.009591978,-4.80750118,0.332982589,0.851009739,27.16605719
atomic_opera-watergrave.mp3,-0.009750643,-7.192322812,0.307807335,3.095743737,29.58331389
a_tribe_called_quest-bonita_applebum.mp3,-0.000597049,-2.815569428,0.348963021,6.441321747,24.85573338
b.b._king-sweet_little_angel.mp3,-0.012596126,-4.528103875,0.337781679,0.69409242,27.22692709
backstreet_boys-as_long_as_you_love_me.mp3,0.020479319,-0.176039294,0.298313252,5.334822904,28.14318722
badly_drawn_boy-all_possibilities.mp3,-0.011253154,1.292957942,0.317620509,5.277275335,25.94554022
band-king_harvest_has_surely_come.mp3,0.012865208,-3.826233607,0.327897937,1.525193827,27.9435946
barbara_leoni-don_t_rain_on_my_parade.mp3,0.003491672,0.624356866,0.299308125,8.344999862,27.43838771
barenaked_ladies-its_all_been_done.mp3,-0.002097339,1.675044682,0.357752203,6.252351759,27.40058133
barry_manilow-mandy.mp3,-0.004396867,-4.825720568,0.301999291,1.727273071,29.28915563
barry_white-cant_get_enough_of_your_love_babe.mp3,1.10E-05,-4.944992444,0.345748891,2.553784628,24.71865609
bauhaus-ziggy_stardust.mp3,0.004065633,1.6340943,0.404934918,4.681434922,24.5617415
bay_city_rollers-saturday_night.mp3,0.006589691,-2.219091978,0.371494788,2.6717022,26.22156008
beach_boys-i_get_around.mp3,0.002568516,-4.558969423,0.292126446,3.08769369,28.4555772
beatles-strawberry_fields_forever.mp3,-0.008712122,-7.15020678,0.320407011,0.742274271,25.9248775
beatundercontrol-this_is_beatundercontrol.mp3,0.000498105,3.852674756,0.414864456,11.27936767,26.08068675
beautiful_south-one_last_love_song.mp3,-0.008833792,-1.48396053,0.354503667,1.743757413,28.00170227
beck-where_its_at.mp3,0.003146881,0.851448696,0.3737178,7.121916875,26.16410616
bee_gees-stayin_alive.mp3,-0.006116439,-5.269392416,0.363233248,0.569653126,26.36560064
belief_systems-skunk_werks.mp3,0.001410456,-5.939967968,0.451366435,0.606508974,22.0369862
belle_and_sebastian-like_dylan_in_the_movies.mp3,-0.000243244,-2.18972496,0.30287653,2.389998595,28.83556569
ben_folds_five-brick.mp3,-0.003896748,-2.402883479,0.329769779,1.871091812,27.91578571
beth_quist-survival.mp3,0.040651943,0.963199138,0.351602979,1.48875356,25.80445592
big_star-in_the_street.mp3,0.010746478,-0.571169784,0.383231106,2.479246708,28.1765976
billie_holiday-god_bless_the_child.mp3,0.002151017,-8.96110222,0.247373283,1.478980864,27.45992601
billy_bragg-jeane.mp3,0.035165814,-5.04542089,0.249522889,3.599610186,29.69978851
billy_joel-we_didnt_start_the_fire.mp3,0.00469665,-2.378892488,0.339855106,1.105618321,24.61318815
birthday_party-mr._clarinet.mp3,0.01871364,-2.093220367,0.338696095,1.760933626,23.00286517
bjrk-army_of_me.mp3,0.008562209,2.563548891,0.330799713,6.563664011,25.01497445
black_crowes-thorn_in_my_pride.mp3,0.003962704,-3.405084271,0.351203633,2.295904458,26.79968264
black_flag-six_pack.mp3,-0.00997357,-3.108614639,0.46289634,0.725967084,23.41666349
black_sabbath-black_sabbath.mp3,0.014739991,-1.057166111,0.322733818,1.961023499,26.91738167
blind_faith-had_to_cry_today.mp3,0.006008247,-4.303221409,0.298386738,1.558084552,26.16166392
blind_melon-no_rain.mp3,0.010392584,-2.075841036,0.279629461,3.662075474,29.63734109
blondie-rapture.mp3,0.016499135,-7.342647823,0.283711905,0.783584231,26.62487414
blood_sweat_and_tears-sometimes_in_winter.mp3,-0.002733336,-5.946516432,0.282123418,0.632369719,28.96705787
