filename,tonnetz,mfcc,chroma,mel,contrast
aaron_neville-tell_it_like_it_is.mp3,0.005199849,-3.915570708,0.325449819,1.799588118,28.20495617
abba-s.o.s..mp3,-0.004643308,-3.429242562,0.33139135,1.973405855,29.18356642
abc-poison_arrow.mp3,0.001587528,-5.395715075,0.319897699,1.922325731,26.96880422
adam_and_the_ants-prince_charming.mp3,-0.005327467,-0.177110789,0.352907491,2.507393273,27.22567631
aerobic_jonquil-sweat_machine.mp3,0.00242467,-1.85681138,0.319074913,2.068333553,25.29908177
alice_cooper-elected.mp3,0.000510106,-2.949834596,0.353254278,0.990991407,23.84595833
alicia_keys-fallin.mp3,0.009946995,0.021425148,0.344549703,4.175011504,27.64322915
american_music_club-jesus_hands.mp3,-0.019722191,0.196684294,0.343581966,1.584168985,28.87348046
animals-im_crying.mp3,-0.008418747,-2.294473345,0.322960307,2.563993423,27.26190794
ani_difranco-crime_for_crime.mp3,0.00379242,-3.857207606,0.335329488,1.515988314,25.42254304
arlo_guthrie-alices_restaurant_massacree.mp3,-0.007184628,-7.267772898,0.302098678,0.80841441,24.1873042
ashford_and_simpson-solid.mp3,0.006474416,-4.130554453,0.310716386,2.814974455,26.73353848
b.b._king-sweet_little_angel.mp3,-0.012596126,-4.528103875,0.337781679,0.69409242,27.22692709
barry_white-cant_get_enough_of_your_love_babe.mp3,1.10E-05,-4.944992444,0.345748891,2.553784628,24.71865609
bay_city_rollers-saturday_night.mp3,0.006589691,-2.219091978,0.371494788,2.6717022,26.22156008
beatles-strawberry_fields_forever.mp3,-0.008712122,-7.15020678,0.320407011,0.742274271,25.9248775
beautiful_south-one_last_love_song.mp3,-0.008833792,-1.48396053,0.354503667,1.743757413,28.00170227
bee_gees-stayin_alive.mp3,-0.006116439,-5.269392416,0.363233248,0.569653126,26.36560064
belle_and_sebastian-like_dylan_in_the_movies.mp3,-0.000243244,-2.18972496,0.30287653,2.389998595,28.83556569
ben_folds_five-brick.mp3,-0.003896748,-2.402883479,0.329769779,1.871091812,27.91578571
big_star-in_the_street.mp3,0.010746478,-0.571169784,0.383231106,2.479246708,28.1765976
billy_joel-we_didnt_start_the_fire.mp3,0.00469665,-2.378892488,0.339855106,1.105618321,24.61318815
black_crowes-thorn_in_my_pride.mp3,0.003962704,-3.405084271,0.351203633,2.295904458,26.79968264
blind_faith-had_to_cry_today.mp3,0.006008247,-4.303221409,0.298386738,1.558084552,26.16166392
blue_yster_cult-burnin_for_you.mp3,0.008871117,-6.761522626,0.327690111,2.043759382,26.43952096
blur-country_house.mp3,-0.001303637,-1.524366421,0.363472879,2.79801859,26.15155388
bobby_fuller_four-i_fought_the_law.mp3,0.005169149,-4.377365029,0.317833987,0.851399394,25.62174949
bobby_womack-womans_gotta_have_it.mp3,-0.001219446,-2.903266448,0.286094837,5.046268016,27.49652278
boogie_down_productions-the_bridge_is_over.mp3,-0.000853774,-8.138574899,0.33471554,0.829989862,25.70353028
boo_radleys-wake_up_boo.mp3,-0.002666284,-4.219579379,0.332252001,3.138406271,27.97837318
boston-more_than_a_feeling.mp3,0.006003945,-2.00095482,0.295044064,1.791086306,27.56718613
brad_sucks-overreacting.mp3,-0.001361746,1.028129972,0.320366533,3.631649419,27.44897197
breeders-cannonball.mp3,-0.006109955,-4.264826645,0.344611523,4.802361118,26.7632288
brian_eno-here_come_the_warm_jets.mp3,0.002410101,-4.87848335,0.296864049,1.264774286,24.72623427
britney_spears-im_a_slave_for_you.mp3,0.008551201,-6.639557373,0.307376209,3.072552571,24.46600937
buena_vista_social_club-el_cuarto_de_tula.mp3,0.007038761,-3.855060428,0.329595845,1.655985353,26.44681727
buffalo_springfield-mr._soul.mp3,0.0039822,-1.648869911,0.373312596,2.199582596,26.05194389
built_to_spill-i_would_hurt_a_fly.mp3,0.003198973,-0.80306125,0.323879793,3.899395857,27.14678648
busta_rhymes-woo_hah_got_you_all_in_check.mp3,0.00200245,-3.776071868,0.322685817,2.331173879,24.75350588
buzzcocks-everybodys_happy_nowadays.mp3,-0.006618971,-2.591810811,0.320573619,1.951867676,27.47875363
captain_beefheart_and_the_magic_band-safe_as_milk.mp3,-0.010704569,-4.655303307,0.396685934,0.341124714,23.82307938
cargo_cult-garden.mp3,-0.005888037,0.530704447,0.343806613,2.268206666,26.12479201
